Date,actual_price,predicted_price
2024-09-27,227.7899932861328,227.8454200042797
2024-09-30,233.0,227.96948574252383
2024-10-01,226.2100067138672,233.37975025177002
2024-10-02,226.77999877929688,226.06728739016853
2024-10-03,225.6699981689453,227.1577217749291
2024-10-04,226.8000030517578,226.24362866532283
2024-10-07,221.69000244140625,227.00361619269643
2024-10-08,225.7700042724609,221.64536638091522
2024-10-09,229.5399932861328,226.03039607898424
2024-10-10,229.0399932861328,229.2964051937779
2024-10-11,227.5500030517578,228.902696656437
2024-10-14,231.3000030517578,227.71115905858642
2024-10-15,233.8500061035156,231.72424290739946
2024-10-16,231.77999877929688,233.98501486534585
2024-10-17,232.1499938964844,231.8745221347599
2024-10-18,235.0,232.5493636801148
2024-10-21,236.47999572753903,235.56084394454956
2024-10-22,235.8600006103516,236.77447486345406
2024-10-23,230.75999450683597,236.0326934008299
2024-10-24,230.57000732421875,230.7228714689509
2024-10-25,231.41000366210935,231.11186803870078
2024-10-28,233.3999938964844,231.56746581803597
2024-10-29,233.6699981689453,233.2585255779068
2024-10-30,230.1000061035156,233.5096889925644
2024-10-31,225.91000366210935,229.76359015406885
2024-11-01,222.91000366210935,225.85660033973906
2024-11-04,222.00999450683597,223.0136381404736
2024-11-05,223.4499969482422,221.8788968911422
2024-11-06,222.72000122070312,222.9075013830843
2024-11-07,227.47999572753903,221.7398307746571
2024-11-08,226.9600067138672,227.21872997059378
2024-11-11,224.22999572753903,226.5840266068817
2024-11-12,224.22999572753903,224.00750608808536
2024-11-13,225.1199951171875,224.52132925074508
2024-11-14,228.22000122070312,225.21499595436035
2024-11-15,225.0,228.21770231841765
2024-11-18,228.0200042724609,224.75455105304718
2024-11-19,228.27999877929688,228.23303041142023
2024-11-20,229.0,228.34901119195274
2024-11-21,228.5200042724609,229.07946717739105
2024-11-22,229.8699951171875,228.56931176277791
2024-11-25,232.8699951171875,230.05520955288375
2024-11-26,235.05999755859372,233.14101860074152
2024-11-27,234.92999267578125,235.27635028852816
2024-11-29,237.3300018310547,235.22027318168693
2024-12-02,239.58999633789065,237.75242880074256
2024-12-03,242.6499938964844,239.94158659636017
2024-12-04,243.00999450683597,243.01995914243892
2024-12-05,243.0399932861328,243.35744927812996
2024-12-06,242.83999633789065,243.46757128488025
2024-12-09,246.75,243.3312282440493
2024-12-10,247.7700042724609,247.1202452480793
2024-12-11,246.4900054931641,247.95998295157912
2024-12-12,247.9600067138672,246.62044061832242
2024-12-13,248.1300048828125,248.39550146805232
2024-12-16,251.0399932861328,248.440056170366
2024-12-17,253.47999572753903,251.35074797752895
2024-12-18,248.0500030517578,253.69520241374627
2024-12-19,249.7899932861328,247.94282707738148
2024-12-20,254.4900054931641,250.18826450827146
2024-12-23,255.2700042724609,254.40345239810088
2024-12-24,258.20001220703125,255.2905753282175
2024-12-26,259.0199890136719,258.68168592346046
2024-12-27,255.58999633789065,259.4387817515126
2024-12-30,252.1999969482422,255.83898656965178
2024-12-31,250.4199981689453,252.74578937823753
2025-01-02,243.8500061035156,251.1088122174442
2025-01-03,243.3600006103516,244.28807873630282
2025-01-06,245.0,243.78323877440747
2025-01-07,242.2100067138672,244.70095694065094
2025-01-08,242.6999969482422,241.23957667104605
2025-01-10,236.8500061035156,242.10564493688253
2025-01-13,234.3999938964844,235.98568482555854
2025-01-14,233.27999877929688,234.01505585719136
2025-01-15,237.8699951171875,233.01817569869672
2025-01-16,228.25999450683597,237.34452427869837
2025-01-17,229.97999572753903,227.30681687860763
2025-01-21,222.63999938964844,230.08434007927642
2025-01-22,223.8300018310547,223.07415307879637
2025-01-23,223.66000366210935,224.01779407893264
2025-01-24,222.77999877929688,223.3601588724632
2025-01-27,229.8600006103516,222.1338428544641
2025-01-28,238.25999450683597,229.28481682863097
2025-01-29,239.3600006103516,237.99501054063424
2025-01-30,237.58999633789065,239.70774368374808
2025-01-31,236.0,237.8847247960439
2025-02-03,228.00999450683597,236.09317779541016
2025-02-04,232.8000030517578,229.33949433103956
2025-02-05,232.47000122070312,233.1417402312254
2025-02-06,233.22000122070312,232.36904427832997
2025-02-07,227.6300048828125,233.0027286637378
2025-02-10,227.6499938964844,227.5528990436942
2025-02-11,232.6199951171875,228.06075457425325
2025-02-12,236.8699951171875,232.36308623018704
2025-02-13,241.52999877929688,236.54871334976633
2025-02-14,244.6000061035156,241.70307121547012
2025-02-18,244.47000122070312,244.90106857574207
2025-02-19,244.8699951171875,244.81080057552754
2025-02-20,245.8300018310547,245.36936175900337
2025-02-21,245.5500030517578,246.44095705487416
2025-02-24,247.1000061035156,245.99434960440703
